Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
5743,0.960303,0.008584,0.002488,0.000156,0.005349,0.000463,0.010247,0.007509,0.001241,0.003661
5744,0.809142,0.083260,0.004049,0.010706,0.025054,0.003221,0.038253,0.020323,0.000007,0.005984
5745,0.645228,0.045816,0.002702,0.000271,0.098395,0.031492,0.068963,0.087360,0.000001,0.019771
5746,0.949545,0.020557,0.000899,0.000071,0.016013,0.001821,0.001373,0.000148,0.000100,0.009473
5747,0.319991,0.064000,0.007907,0.431941,0.058790,0.044363,0.056733,0.007151,0.000031,0.009093
5748,0.548484,0.121141,0.000647,0.032437,0.005024,0.243126,0.019920,0.028877,0.000028,0.000316
5749,0.704631,0.012595,0.006951,0.064895,0.012560,0.001887,0.021803,0.128225,0.039813,0.006641
5750,0.430326,0.029627,0.490638,0.001648,0.017505,0.024677,0.005005,0.000144,0.000083,0.000347
5751,0.920170,0.036514,0.004622,0.000011,0.001578,0.000005,0.003775,0.026952,0.000000,0.006372
5752,0.433428,0.209568,0.006113,0.077057,0.066187,0.000260,0.162077,0.025350,0.004059,0.015900
5753,0.622619,0.139441,0.006395,0.063205,0.011918,0.061773,0.004965,0.071771,0.000599,0.017314
5754,0.796601,0.154491,0.003737,0.000879,0.006112,0.001700,0.018194,0.018230,0.000007,0.000049
5755,0.758218,0.012934,0.008167,0.089098,0.004758,0.013056,0.040893,0.003222,0.002478,0.067176
5756,0.322610,0.103661,0.033120,0.036303,0.006569,0.428036,0.050080,0.015432,0.000006,0.004183
5757,0.188038,0.179953,0.000143,0.260985,0.171451,0.102249,0.042513,0.003115,0.004651,0.046901
5758,0.340545,0.624776,0.001116,0.011965,0.004009,0.006423,0.009264,0.000314,0.000844,0.000743
5759,0.165481,0.028992,0.082819,0.007516,0.077477,0.421073,0.041965,0.004422,0.001066,0.169188
5760,0.179891,0.108992,0.001637,0.691601,0.000264,0.001557,0.005160,0.000839,0.000000,0.010060
5761,0.090044,0.267170,0.275073,0.000627,0.126255,0.043457,0.194118,0.000133,0.000142,0.002982
5762,0.934512,0.009653,0.008409,0.009223,0.002414,0.004113,0.028012,0.000078,0.000003,0.003584
5763,0.070246,0.002721,0.752597,0.001026,0.052018,0.079169,0.004054,0.029153,0.000653,0.008362
5764,0.285286,0.671427,0.001129,0.007891,0.020638,0.001678,0.004849,0.000073,0.006671,0.000359
5765,0.969321,0.004389,0.001606,0.000647,0.011641,0.000283,0.004053,0.004277,0.000039,0.003744
5766,0.062134,0.004902,0.006273,0.001031,0.029552,0.004602,0.019819,0.412523,0.020853,0.438310
5767,0.868057,0.008973,0.056914,0.000379,0.003969,0.000060,0.000374,0.045995,0.000174,0.015105
5768,0.639037,0.346154,0.003447,0.001447,0.000605,0.000999,0.005454,0.002502,0.000303,0.000052
5769,0.208704,0.001825,0.567613,0.000607,0.060558,0.157534,0.000480,0.000068,0.001700,0.000911
5770,0.141341,0.020237,0.074185,0.001344,0.002091,0.012593,0.014017,0.120396,0.606415,0.007382
5771,0.081685,0.869989,0.013410,0.000134,0.012275,0.007187,0.010438,0.000000,0.004882,0.000000
5772,0.878148,0.075525,0.009866,0.000273,0.031813,0.000912,0.002818,0.000315,0.000257,0.000074
5773,0.158910,0.136924,0.000262,0.352495,0.255396,0.061374,0.028931,0.000493,0.000000,0.005215
5774,0.619032,0.007720,0.000529,0.000078,0.034587,0.002921,0.006146,0.328792,0.000017,0.000178
5775,0.486147,0.006877,0.000003,0.315520,0.006522,0.134340,0.037938,0.012440,0.000045,0.000168
5776,0.295851,0.003555,0.000594,0.002301,0.015148,0.370005,0.000158,0.312297,0.000000,0.000090
5777,0.091717,0.009205,0.072941,0.015428,0.064116,0.686626,0.040092,0.019066,0.000800,0.000008
5778,0.357818,0.087620,0.006669,0.000254,0.034085,0.004791,0.258154,0.240584,0.000002,0.010023
5779,0.016568,0.937475,0.014644,0.001601,0.001379,0.027455,0.000574,0.000001,0.000005,0.000296
5780,0.999077,0.000398,0.000301,0.000046,0.000064,0.000113,0.000000,0.000000,0.000000,0.000000
5781,0.586013,0.410130,0.003438,0.000041,0.000023,0.000340,0.000009,0.000001,0.000000,0.000005
5782,0.494746,0.016705,0.029796,0.025867,0.050824,0.018072,0.075437,0.248389,0.013922,0.026242
5783,0.840851,0.133321,0.002125,0.004382,0.000734,0.010741,0.000770,0.002416,0.002461,0.002200
5784,0.169046,0.005429,0.000024,0.006409,0.121235,0.023422,0.150184,0.009753,0.116398,0.398101
5785,0.936478,0.031531,0.004381,0.000548,0.005460,0.005152,0.015894,0.000193,0.000206,0.000158
5786,0.672880,0.074736,0.003223,0.163325,0.035481,0.000974,0.036873,0.011241,0.000083,0.001183
5787,0.286863,0.527053,0.029016,0.084902,0.010461,0.018136,0.031514,0.005984,0.000480,0.005592
5788,0.446603,0.039890,0.000239,0.325595,0.004804,0.001861,0.177973,0.000301,0.000952,0.001783
5789,0.188855,0.725740,0.000896,0.052569,0.024007,0.000251,0.007621,0.000019,0.000000,0.000042
5790,0.103316,0.577038,0.103602,0.141098,0.008448,0.005517,0.043883,0.000869,0.000146,0.016082
5791,0.753592,0.025499,0.006159,0.106798,0.020418,0.014885,0.061862,0.008125,0.001167,0.001494
5792,0.717298,0.007693,0.000199,0.107661,0.105833,0.043536,0.002844,0.014769,0.000001,0.000168
5793,0.718567,0.001763,0.001268,0.000021,0.021963,0.003169,0.064774,0.006598,0.000004,0.181872
5794,0.784066,0.044959,0.011217,0.059699,0.007078,0.002038,0.006538,0.000207,0.000015,0.084184
5795,0.301734,0.589538,0.000204,0.008536,0.038467,0.014685,0.038631,0.002937,0.000069,0.005199
5796,0.696226,0.002821,0.000101,0.002329,0.217155,0.032144,0.040193,0.001400,0.002378,0.005254
5797,0.718465,0.025858,0.011113,0.035295,0.047543,0.056112,0.026432,0.051097,0.000019,0.028067
5798,0.909898,0.071138,0.000737,0.000103,0.013912,0.000919,0.002374,0.000181,0.000014,0.000725
5799,0.317273,0.059124,0.001609,0.017546,0.266597,0.266929,0.021405,0.031636,0.000175,0.017705
5800,0.028395,0.007138,0.018292,0.508274,0.003943,0.342460,0.066389,0.014934,0.001537,0.008637
5801,0.746434,0.047961,0.004415,0.025193,0.073084,0.063042,0.019368,0.011197,0.001575,0.007730
5802,0.358125,0.031515,0.000554,0.175592,0.207720,0.001730,0.034545,0.000145,0.000009,0.190065
5803,0.642323,0.042919,0.254435,0.000004,0.046560,0.006749,0.000521,0.000039,0.006450,0.000000
5804,0.475652,0.001086,0.003367,0.001520,0.032691,0.082828,0.071670,0.330864,0.000002,0.000321
5805,0.653501,0.142188,0.000144,0.023513,0.012534,0.005082,0.046851,0.088497,0.000023,0.027667
5806,0.839471,0.028527,0.000939,0.011612,0.068444,0.005779,0.003544,0.020567,0.003938,0.017178
5807,0.231450,0.050756,0.131846,0.045225,0.288651,0.131906,0.041170,0.024865,0.000189,0.053942
5808,0.688565,0.155539,0.001050,0.000194,0.005582,0.000835,0.013400,0.134797,0.000000,0.000038
5809,0.116160,0.101327,0.711071,0.004518,0.026468,0.024542,0.008396,0.006341,0.000293,0.000884
5810,0.228132,0.020182,0.000148,0.063549,0.431861,0.057115,0.193361,0.000024,0.005611,0.000018
5811,0.019353,0.806524,0.009222,0.076099,0.000008,0.083308,0.005318,0.000013,0.000153,0.000001
5812,0.824255,0.002634,0.000275,0.001537,0.104407,0.002364,0.058517,0.002450,0.000006,0.003554
5813,0.026983,0.049738,0.007171,0.388055,0.080667,0.001931,0.065838,0.038476,0.000088,0.341052
5814,0.402753,0.449212,0.000016,0.000883,0.000127,0.000431,0.146561,0.000013,0.000000,0.000004
5815,0.526504,0.004701,0.050462,0.000959,0.285524,0.077481,0.002713,0.048114,0.003091,0.000450
5816,0.203648,0.043221,0.000939,0.005108,0.216267,0.519925,0.002080,0.004442,0.004095,0.000275
5817,0.602300,0.014560,0.002462,0.372050,0.003412,0.000776,0.002667,0.000004,0.000558,0.001210
5818,0.401087,0.436668,0.020304,0.002344,0.019789,0.005231,0.059251,0.040924,0.000620,0.013783
5819,0.551289,0.272479,0.000077,0.104087,0.002896,0.061935,0.003844,0.000480,0.000034,0.002878
5820,0.290300,0.670953,0.004390,0.001057,0.018424,0.003204,0.000983,0.000150,0.010538,0.000002
5821,0.022696,0.122963,0.000621,0.503669,0.000001,0.000000,0.002999,0.000000,0.000000,0.347050
5822,0.608219,0.359228,0.000026,0.010131,0.010782,0.001950,0.007828,0.001392,0.000005,0.000438
5823,0.118375,0.674396,0.015851,0.078156,0.071837,0.025312,0.001639,0.000205,0.004445,0.009784
5824,0.364018,0.043531,0.005036,0.007021,0.006309,0.064415,0.008010,0.496386,0.000000,0.005274
5825,0.507571,0.189636,0.121046,0.001348,0.021242,0.049133,0.087937,0.007689,0.005071,0.009326
5826,0.562669,0.002292,0.350611,0.027552,0.000003,0.000016,0.001095,0.000000,0.000000,0.055761
5827,0.617398,0.010749,0.005390,0.005970,0.237871,0.089922,0.002741,0.005319,0.024431,0.000208
5828,0.219895,0.029555,0.000557,0.430104,0.203239,0.015313,0.099337,0.001085,0.000000,0.000913
5829,0.974431,0.013448,0.000659,0.000002,0.006056,0.001242,0.002296,0.000515,0.000045,0.001307
5830,0.128706,0.061888,0.284661,0.023205,0.107495,0.126150,0.010226,0.030241,0.224383,0.003045
5831,0.797882,0.002186,0.002120,0.017205,0.128099,0.005788,0.006987,0.032594,0.001757,0.005382
5832,0.069406,0.648682,0.037840,0.001819,0.042644,0.002438,0.000312,0.000018,0.196835,0.000005
5833,0.101804,0.021290,0.008733,0.129721,0.004399,0.044843,0.141980,0.003636,0.000258,0.543337
5834,0.168794,0.242017,0.092443,0.316576,0.099038,0.058419,0.012239,0.000117,0.000008,0.010351
5835,0.489311,0.133985,0.003090,0.035708,0.096809,0.012260,0.060786,0.020735,0.000420,0.146896
5836,0.930526,0.005341,0.001317,0.000000,0.019782,0.007632,0.001783,0.033600,0.000002,0.000017
5837,0.974264,0.003256,0.014254,0.000000,0.003353,0.000003,0.000189,0.004261,0.000000,0.000419
5838,0.677777,0.080028,0.004675,0.065068,0.037415,0.002592,0.032308,0.081097,0.000056,0.018984
5839,0.460678,0.070932,0.004558,0.064896,0.033872,0.021526,0.058894,0.257790,0.000017,0.026838
5840,0.549474,0.338050,0.006745,0.015572,0.018088,0.020557,0.003351,0.009417,0.037926,0.000821
5841,0.942996,0.048455,0.000154,0.000071,0.003445,0.000739,0.003977,0.000035,0.000000,0.000128
5842,0.648824,0.015590,0.008770,0.017918,0.019209,0.129511,0.106556,0.044913,0.004961,0.003747
5843,0.985218,0.003858,0.007803,0.000094,0.001377,0.000220,0.001418,0.000006,0.000000,0.000006
5844,0.066185,0.076173,0.010714,0.270687,0.025487,0.016417,0.052625,0.001408,0.477481,0.002822
5845,0.122017,0.004501,0.570191,0.000152,0.039743,0.261169,0.000673,0.000064,0.000425,0.001065
5846,0.070303,0.012279,0.882783,0.005285,0.013637,0.014287,0.000508,0.000297,0.000620,0.000001
5847,0.042059,0.029003,0.709371,0.001499,0.011636,0.174441,0.000495,0.000030,0.031459,0.000007
5848,0.883428,0.002928,0.004534,0.016553,0.010244,0.012511,0.044984,0.017898,0.000262,0.006657
5849,0.876926,0.002164,0.001269,0.000195,0.019901,0.006565,0.016813,0.063072,0.000031,0.013064
5850,0.446397,0.002411,0.000101,0.032272,0.098725,0.324398,0.045886,0.047462,0.000156,0.002192
5851,0.959988,0.029642,0.000362,0.000056,0.001543,0.003599,0.001646,0.001449,0.000010,0.001705
5852,0.943537,0.002755,0.015059,0.000044,0.009095,0.000181,0.021194,0.000202,0.000000,0.007933
5853,0.215041,0.009141,0.005372,0.302076,0.000285,0.019971,0.312681,0.129099,0.001561,0.004772
5854,0.533867,0.000291,0.009608,0.006385,0.028575,0.008347,0.001147,0.411078,0.000118,0.000585
5855,0.148980,0.654974,0.004553,0.183981,0.000144,0.003806,0.003560,0.000002,0.000000,0.000000
5856,0.153995,0.004056,0.001773,0.516788,0.176081,0.119646,0.007893,0.002650,0.000060,0.017057
5857,0.775556,0.211641,0.000309,0.003204,0.000000,0.000001,0.004114,0.000000,0.000000,0.005175
5858,0.151876,0.567483,0.014715,0.016718,0.049285,0.067742,0.104128,0.000779,0.024665,0.002608
5859,0.872813,0.001986,0.000102,0.000004,0.121859,0.002141,0.000340,0.000638,0.000115,0.000001
5860,0.689107,0.096421,0.004039,0.012362,0.038568,0.056777,0.031008,0.029267,0.036448,0.006002
5861,0.166008,0.256836,0.063876,0.029393,0.059669,0.172491,0.050972,0.016459,0.015485,0.168812
5862,0.770288,0.017537,0.010089,0.000473,0.056371,0.143792,0.000635,0.000810,0.000002,0.000003
5863,0.752700,0.062704,0.010446,0.004641,0.059568,0.015509,0.019621,0.068433,0.000010,0.006369
5864,0.030049,0.007571,0.820830,0.001159,0.112051,0.020267,0.004800,0.000051,0.002794,0.000429
5865,0.735362,0.021824,0.002818,0.007031,0.093501,0.042667,0.019936,0.038297,0.036215,0.002350
5866,0.154910,0.054503,0.015884,0.262307,0.052952,0.035383,0.253687,0.136783,0.001061,0.032530
5867,0.701840,0.013490,0.000686,0.159716,0.050988,0.045582,0.006403,0.002413,0.000118,0.018763
5868,0.398597,0.002633,0.129349,0.003469,0.096499,0.203024,0.018782,0.140592,0.000003,0.007051
5869,0.487097,0.252350,0.000066,0.100771,0.045217,0.006082,0.008127,0.006818,0.000283,0.093190
5870,0.964663,0.015955,0.002504,0.000175,0.003180,0.000425,0.011635,0.000228,0.000008,0.001227
5871,0.943192,0.007266,0.009107,0.001977,0.004578,0.017049,0.015648,0.000684,0.000001,0.000499
5872,0.731135,0.238269,0.000032,0.000475,0.010433,0.001018,0.010523,0.007747,0.000000,0.000369
5873,0.671995,0.068881,0.017842,0.000636,0.002836,0.002190,0.045206,0.181054,0.007323,0.002038
5874,0.515526,0.003092,0.008338,0.002186,0.079441,0.239428,0.001835,0.135006,0.001777,0.013371
5875,0.031801,0.006150,0.072654,0.071069,0.211211,0.017631,0.051223,0.015161,0.522700,0.000400
5876,0.805801,0.100456,0.048852,0.000408,0.000007,0.000002,0.000122,0.000002,0.000000,0.044351
5877,0.617744,0.231066,0.016232,0.014862,0.001782,0.040338,0.072365,0.005210,0.000054,0.000348
5878,0.046188,0.059748,0.001715,0.720942,0.000089,0.000114,0.047815,0.000000,0.000000,0.123389
5879,0.679543,0.062263,0.000590,0.002861,0.057816,0.085667,0.064992,0.006723,0.034543,0.005003
5880,0.682476,0.257907,0.000170,0.002222,0.012656,0.004638,0.034299,0.004962,0.000001,0.000669
5881,0.973945,0.007196,0.003997,0.000007,0.002072,0.000058,0.006873,0.000285,0.000000,0.005568
5882,0.069293,0.623442,0.130781,0.124318,0.011441,0.008464,0.031574,0.000004,0.000494,0.000189
5883,0.793271,0.062425,0.027989,0.002638,0.006420,0.093018,0.004230,0.004122,0.000000,0.005886
5884,0.417591,0.449922,0.004106,0.074015,0.003873,0.005293,0.024232,0.001872,0.015196,0.003900
5885,0.909514,0.010051,0.003704,0.000706,0.009032,0.011376,0.043164,0.010990,0.000031,0.001431
5886,0.020588,0.048251,0.728205,0.013951,0.020736,0.101446,0.060963,0.000021,0.005837,0.000004
5887,0.684946,0.008338,0.002029,0.034014,0.066750,0.156040,0.011349,0.012301,0.000079,0.024155
5888,0.765218,0.086851,0.001170,0.000527,0.007382,0.002535,0.093309,0.038316,0.000088,0.004604
5889,0.675924,0.186323,0.001084,0.000140,0.004684,0.000167,0.029468,0.095018,0.000000,0.007190
5890,0.232776,0.225070,0.022612,0.149174,0.024384,0.048088,0.260032,0.002131,0.035592,0.000139
5891,0.963999,0.015708,0.002605,0.000014,0.006815,0.000444,0.001813,0.000563,0.000000,0.008039
5892,0.930874,0.016960,0.032155,0.000449,0.005220,0.003498,0.003027,0.002401,0.001809,0.003607
5893,0.349542,0.073249,0.041032,0.310668,0.074281,0.058422,0.039297,0.002096,0.026569,0.024845
5894,0.986998,0.002764,0.002471,0.000835,0.000046,0.000689,0.004985,0.000719,0.000224,0.000267
5895,0.073555,0.457311,0.010941,0.083481,0.018630,0.224476,0.005358,0.001468,0.124203,0.000577
5896,0.252926,0.079769,0.013474,0.016214,0.188019,0.421502,0.013786,0.003975,0.002161,0.008173
5897,0.089519,0.313274,0.167912,0.252237,0.024969,0.087540,0.048286,0.000449,0.000065,0.015749
5898,0.769951,0.043052,0.000687,0.023280,0.014426,0.090511,0.022960,0.022597,0.011757,0.000779
5899,0.030292,0.114619,0.265459,0.002654,0.000794,0.554819,0.007403,0.000014,0.023944,0.000002
5900,0.770055,0.003121,0.014224,0.000774,0.009049,0.004679,0.000631,0.192893,0.000000,0.004573
5901,0.720713,0.003691,0.001390,0.018206,0.065787,0.010911,0.007295,0.171739,0.000033,0.000236
5902,0.019538,0.016777,0.864441,0.000365,0.041064,0.055738,0.002045,0.000000,0.000029,0.000003
5903,0.359959,0.096733,0.000028,0.003024,0.065592,0.246228,0.177717,0.011515,0.000465,0.038739
5904,0.200422,0.095247,0.066901,0.084939,0.099614,0.090367,0.279301,0.015963,0.002982,0.064265
5905,0.972653,0.022921,0.002022,0.000006,0.001480,0.000031,0.000522,0.000332,0.000006,0.000028
5906,0.134658,0.188312,0.000159,0.619490,0.005302,0.008777,0.017205,0.000449,0.003121,0.022527
5907,0.090068,0.028740,0.005664,0.759531,0.024778,0.079723,0.004092,0.006616,0.000051,0.000737
5908,0.886700,0.033312,0.000077,0.003395,0.030110,0.000669,0.045134,0.000084,0.000141,0.000380
5909,0.161059,0.009329,0.822590,0.000146,0.001707,0.005033,0.000125,0.000007,0.000003,0.000001
5910,0.016232,0.016319,0.308843,0.010003,0.117166,0.422319,0.020235,0.000063,0.088488,0.000331
5911,0.802657,0.012224,0.003261,0.000813,0.003975,0.000296,0.069179,0.105815,0.000027,0.001752
5912,0.417011,0.020329,0.001136,0.171649,0.062844,0.075791,0.026995,0.046730,0.171019,0.006496
5913,0.973260,0.019144,0.000560,0.000010,0.001771,0.000141,0.000572,0.003531,0.000002,0.001009
5914,0.585526,0.015238,0.001193,0.000205,0.041386,0.014607,0.017170,0.324592,0.000020,0.000063
5915,0.724007,0.038907,0.001328,0.000513,0.139465,0.043361,0.008787,0.042349,0.001041,0.000242
5916,0.449735,0.002235,0.000891,0.027906,0.145076,0.070302,0.039106,0.234373,0.000953,0.029423
5917,0.534376,0.080850,0.000386,0.320539,0.014824,0.003903,0.016827,0.000904,0.025308,0.002084
5918,0.205497,0.193346,0.001094,0.414668,0.064405,0.059170,0.050531,0.009072,0.000111,0.002105
5919,0.774324,0.012239,0.001024,0.006668,0.036374,0.066603,0.011621,0.089404,0.000006,0.001737
5920,0.210959,0.028239,0.684310,0.002778,0.006874,0.057245,0.008746,0.000169,0.000461,0.000219
5921,0.464702,0.040305,0.321507,0.020263,0.003661,0.087378,0.011433,0.048835,0.000046,0.001870
5922,0.713137,0.269435,0.000124,0.007269,0.000387,0.001612,0.007469,0.000061,0.000000,0.000506
5923,0.263181,0.020137,0.466579,0.001188,0.106516,0.122151,0.009540,0.004874,0.001157,0.004677
5924,0.019937,0.079992,0.004959,0.295853,0.058956,0.463674,0.061026,0.011849,0.001256,0.002497
5925,0.634508,0.061696,0.001187,0.006936,0.178868,0.028197,0.075953,0.009960,0.001642,0.001052
5926,0.252612,0.011234,0.590537,0.000344,0.116511,0.023149,0.002144,0.000041,0.003427,0.000001
5927,0.840269,0.144324,0.004018,0.000073,0.004768,0.000006,0.006326,0.000007,0.000051,0.000157
5928,0.913594,0.003005,0.001031,0.000262,0.004556,0.000042,0.055828,0.000119,0.000000,0.021562
5929,0.426979,0.310771,0.018139,0.011809,0.000118,0.000012,0.000100,0.062447,0.000038,0.169587
5930,0.026082,0.175549,0.585521,0.098357,0.004256,0.098898,0.010597,0.000011,0.000502,0.000226
5931,0.408529,0.139219,0.064618,0.009349,0.010395,0.225755,0.078596,0.045882,0.010205,0.007451
5932,0.081843,0.024296,0.002347,0.350425,0.008905,0.338499,0.186190,0.003109,0.000098,0.004288
5933,0.949551,0.015149,0.001805,0.000036,0.021644,0.000282,0.004434,0.006813,0.000070,0.000217
5934,0.962241,0.005206,0.002357,0.000109,0.006775,0.000445,0.017343,0.000102,0.003542,0.001881
5935,0.425628,0.169677,0.002079,0.122097,0.095704,0.132251,0.038092,0.005043,0.000001,0.009428
5936,0.582547,0.088831,0.000000,0.327672,0.000000,0.000236,0.000714,0.000000,0.000000,0.000000
5937,0.945283,0.020248,0.002445,0.000438,0.003827,0.000342,0.001264,0.026132,0.000000,0.000021
5938,0.678072,0.041600,0.053460,0.002156,0.106575,0.113221,0.004725,0.000002,0.000092,0.000097
5939,0.641422,0.307122,0.041885,0.000528,0.003324,0.001624,0.001738,0.001945,0.000040,0.000372
5940,0.867758,0.003001,0.000758,0.006258,0.038474,0.006389,0.029835,0.018666,0.000026,0.028835
5941,0.049493,0.289869,0.000254,0.371407,0.005697,0.038076,0.031167,0.214005,0.000009,0.000023
5942,0.816190,0.014909,0.003666,0.000029,0.073834,0.004563,0.027617,0.053089,0.000244,0.005861
5943,0.004355,0.711100,0.284272,0.000066,0.000123,0.000066,0.000014,0.000000,0.000004,0.000000
5944,0.638597,0.000525,0.002282,0.001167,0.200726,0.004981,0.004558,0.006501,0.006361,0.134301
5945,0.334619,0.017396,0.007427,0.312929,0.140029,0.026330,0.106692,0.035314,0.002498,0.016765
5946,0.855630,0.101497,0.003919,0.000022,0.027531,0.000565,0.006899,0.000294,0.003443,0.000198
5947,0.416494,0.486946,0.007739,0.014803,0.043943,0.024062,0.003182,0.001294,0.000371,0.001164
5948,0.480336,0.009101,0.005896,0.055170,0.037501,0.079130,0.011049,0.293381,0.000051,0.028385
5949,0.900837,0.008381,0.033337,0.000813,0.019713,0.001334,0.000700,0.033075,0.000479,0.001332
5950,0.022305,0.005917,0.876566,0.000219,0.063587,0.010141,0.004622,0.000001,0.016642,0.000000
5951,0.282253,0.656745,0.013407,0.000002,0.002968,0.000621,0.043659,0.000001,0.000343,0.000002
5952,0.817798,0.068153,0.014276,0.000210,0.024151,0.047058,0.022126,0.003873,0.000000,0.002354
5953,0.013802,0.805439,0.027821,0.029094,0.003114,0.014534,0.003143,0.000005,0.099051,0.003998
5954,0.297314,0.110810,0.560073,0.000334,0.020927,0.009095,0.000529,0.000817,0.000012,0.000089
5955,0.416554,0.168982,0.085514,0.058864,0.044258,0.173426,0.018383,0.008903,0.000221,0.024897
5956,0.027583,0.147750,0.818623,0.000000,0.002767,0.001321,0.001956,0.000000,0.000000,0.000000
5957,0.759453,0.000327,0.001967,0.012957,0.004546,0.120182,0.030095,0.067200,0.000001,0.003274
5958,0.882193,0.003231,0.001178,0.057126,0.003102,0.000747,0.004972,0.032802,0.000119,0.014528
5959,0.460073,0.364193,0.000670,0.005001,0.072232,0.007183,0.015316,0.040360,0.031080,0.003891
5960,0.385053,0.582897,0.001387,0.009258,0.000886,0.002614,0.009351,0.000151,0.000005,0.008397
5961,0.854791,0.120822,0.000366,0.003102,0.014060,0.001698,0.005010,0.000123,0.000012,0.000018
5962,0.201360,0.038560,0.003933,0.166704,0.036450,0.125151,0.052612,0.145039,0.213816,0.016374
5963,0.003074,0.501773,0.487987,0.000301,0.000133,0.005859,0.000622,0.000000,0.000034,0.000217
5964,0.165008,0.324521,0.169995,0.024891,0.005897,0.282828,0.018138,0.000432,0.000074,0.008215
5965,0.920390,0.015891,0.001191,0.001927,0.036125,0.000372,0.015407,0.004805,0.000006,0.003886
5966,0.963099,0.030390,0.001453,0.000836,0.001571,0.000897,0.001113,0.000587,0.000004,0.000050
5967,0.544964,0.148318,0.001164,0.162924,0.026893,0.038465,0.006239,0.069245,0.000480,0.001308
5968,0.871078,0.124708,0.001338,0.000000,0.001667,0.000635,0.000244,0.000327,0.000000,0.000004
5969,0.830314,0.005143,0.000683,0.003518,0.025307,0.092450,0.030900,0.010259,0.000826,0.000599
5970,0.362638,0.156011,0.030667,0.084038,0.109750,0.223005,0.008770,0.009857,0.000003,0.015262
5971,0.933933,0.021612,0.022303,0.000020,0.007444,0.000150,0.007318,0.005111,0.000001,0.002108
5972,0.423485,0.168972,0.299942,0.000253,0.005325,0.098160,0.001534,0.000375,0.001950,0.000004
5973,0.333812,0.062755,0.002102,0.518172,0.000751,0.015928,0.022307,0.031976,0.000000,0.012199
5974,0.221550,0.670715,0.000023,0.102847,0.000127,0.000431,0.004161,0.000000,0.000000,0.000147
5975,0.069787,0.646268,0.249789,0.000002,0.014713,0.019215,0.000206,0.000019,0.000001,0.000001
5976,0.746149,0.000592,0.002190,0.007821,0.013441,0.070682,0.008060,0.149770,0.000000,0.001294
5977,0.726603,0.000644,0.002809,0.000327,0.091190,0.002608,0.010176,0.162733,0.000003,0.002906
5978,0.102483,0.847195,0.032449,0.004116,0.001117,0.001403,0.011121,0.000074,0.000019,0.000023
5979,0.071914,0.179421,0.267780,0.000444,0.022826,0.026459,0.012914,0.000011,0.418231,0.000000
5980,0.402879,0.130349,0.014932,0.185994,0.001709,0.034017,0.123520,0.105193,0.000283,0.001124
5981,0.853803,0.024934,0.001143,0.057455,0.003909,0.026066,0.007346,0.019541,0.000000,0.005801
5982,0.202765,0.088855,0.632153,0.018291,0.009095,0.022355,0.020638,0.001809,0.002366,0.001672
5983,0.067360,0.010912,0.001732,0.628422,0.019033,0.188079,0.003826,0.078053,0.000000,0.002581
5984,0.741344,0.242592,0.000196,0.002769,0.000293,0.002587,0.009904,0.000267,0.000002,0.000046
5985,0.931699,0.039370,0.016318,0.000168,0.004236,0.000019,0.002312,0.000032,0.000014,0.005832
5986,0.124700,0.655040,0.098387,0.054830,0.021047,0.025354,0.011037,0.000038,0.000040,0.009527
5987,0.487095,0.141525,0.000058,0.000000,0.000001,0.000661,0.353774,0.016886,0.000000,0.000000
5988,0.963004,0.018121,0.005430,0.000151,0.002977,0.004315,0.005814,0.000183,0.000000,0.000003
5989,0.975111,0.003570,0.003437,0.000025,0.005252,0.000443,0.001968,0.009895,0.000001,0.000298
5990,0.242561,0.573523,0.000143,0.163104,0.000000,0.000008,0.001553,0.000000,0.000000,0.019108
5991,0.428701,0.001172,0.002268,0.005405,0.009823,0.374791,0.177777,0.000008,0.000038,0.000017
5992,0.863842,0.002400,0.001952,0.052517,0.001977,0.076785,0.000137,0.000375,0.000000,0.000016
5993,0.687867,0.192672,0.003656,0.011523,0.010899,0.052809,0.032711,0.006748,0.000001,0.001113
5994,0.751527,0.093340,0.007000,0.012194,0.010703,0.087688,0.017896,0.006196,0.000125,0.013331
5995,0.528848,0.083767,0.000282,0.195401,0.031377,0.091325,0.027204,0.000953,0.004101,0.036743
5996,0.042078,0.060100,0.732128,0.004978,0.004873,0.074768,0.004121,0.001103,0.074439,0.001413
5997,0.583367,0.312925,0.000988,0.087657,0.000163,0.000522,0.014287,0.000000,0.000000,0.000091
5998,0.254549,0.595213,0.119361,0.001049,0.025340,0.001421,0.003053,0.000005,0.000010,0.000001
5999,0.702967,0.004191,0.018827,0.001341,0.020814,0.137328,0.040582,0.032798,0.000009,0.041143
6000,0.474432,0.500129,0.015017,0.000001,0.003898,0.000221,0.005989,0.000009,0.000040,0.000263
6001,0.950944,0.030108,0.003248,0.000001,0.000394,0.000061,0.012707,0.001962,0.000443,0.000131
6002,0.458948,0.036053,0.195257,0.109953,0.013401,0.089261,0.012836,0.067787,0.000530,0.015974
6003,0.609209,0.010893,0.021920,0.020820,0.098859,0.127802,0.087871,0.017493,0.003799,0.001332
6004,0.424767,0.234487,0.004688,0.162175,0.071146,0.025962,0.035593,0.004530,0.000390,0.036262
6005,0.952386,0.033671,0.009852,0.000002,0.003258,0.000080,0.000593,0.000117,0.000000,0.000040
